facname,addressnum,streetname,address,boro,zipcode,datasource,uid,grc,message
VALENCE COLLEGE PREP CHARTER SCHOOL,35-33,83 ST-,35-33 83RD ST-#F1,,,nysed_activeinstitutions,47dbf75ca9f4f456505b56e58fa6d79e,EE,'83RD ST-' NOT RECOGNIZED. THERE ARE 005 SIMILAR NAMES.
"ARGUS COMMUNITY, INC. IR",,EAST 160 STREET,EAST 160TH STREET,,,nysoasas_programs,b3e6e735ca7dd8a738681f8a17e209fb,13,ADDRESS NBR EAST 160TH STREE  HAS AN UNKNOWN OR INVALID SUFFIX/ENDING.
"ARGUS COMMUNITY, INC. MMW",,EAST 160 STREET,EAST 160TH STREET,,,nysoasas_programs,5c3a056f94b470b782f4d5c2e3fe3f49,13,ADDRESS NBR EAST 160TH STREE  HAS AN UNKNOWN OR INVALID SUFFIX/ENDING.
"ARGUS COMMUNITY, INC. OP 1",,EAST 160 STREET,EAST 160TH STREET,,,nysoasas_programs,8e16e77b71b5479510f7ea9747b2fd6d,13,ADDRESS NBR EAST 160TH STREE  HAS AN UNKNOWN OR INVALID SUFFIX/ENDING.
BACKSTRETCH EMPLOYEE SERVICE TEAM OP,2150,HEMPSTEAD TURNPIKE,2150 HEMPSTEAD TPKE,,,nysoasas_programs,c52c95aa119aee343808621e95818e08,EE,'HEMPSTEAD TPKE' NOT RECOGNIZED. THERE ARE 003 SIMILAR NAMES.
BETH ISRAEL MEDICAL CENTER MMD,,FIRST AVENUE 16 STREET,FIRST AVENUE AND 16TH ST,,,nysoasas_programs,dbb6f2e3afb822697653772a338cbc26,EE,'FIRST AVENUE 16TH ST' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
BETH ISRAEL MEDICAL CENTER MSW-OP,,FIRST AVENUE 16 STREET,FIRST AVENUE AND 16TH ST,,,nysoasas_programs,8634e91a47c0856fa4a8268dd0feaad2,EE,'FIRST AVENUE 16TH ST' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
BETH ISRAEL MEDICAL CENTER OP,,FIRST AVENUE 16 STREET,FIRST AVENUE AND 16TH ST,,,nysoasas_programs,df54ca3e7a0f499ee948f76d32ee67e5,EE,'FIRST AVENUE 16TH ST' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
BETH ISRAEL MEDICAL CENTER OP R,,FIRST AVENUE 16 STREET,FIRST AVENUE AND 16TH ST,,,nysoasas_programs,33d65122d1cabc6ac0c24e3b9caf8162,EE,'FIRST AVENUE 16TH ST' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
BETH ISRAEL MEDICAL CENTER OTP,,FIRST AVENUE 16 STREET,FIRST AVENUE AND 16TH ST,,,nysoasas_programs,6a9a16da5b6c67dc2fd10b0e4910f2ed,EE,'FIRST AVENUE 16TH ST' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
C.C.M.S. OP,25,ELM STREET,25 ELM STREET,,,nysoasas_programs,3b01a9745c04bb61b5b94840b39b6b2d,41,THIS STREET HAS NO ADDRESSES
CLINIC 1 OTP,,FIRST AVENUE 16 STREET,FIRST AVENUE AND 16TH ST,,,nysoasas_programs,7b5f4d8dab57b40ae6ce61222bd9f863,EE,'FIRST AVENUE 16TH ST' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
CLINIC 1E OTP,,FIRST AVENUE 16 STREET,FIRST AVENUE AND 16TH ST,,,nysoasas_programs,bc2dc4c1942b3379cf8f8d7d7c8c1e79,EE,'FIRST AVENUE 16TH ST' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
CLINIC 2C OTP,,FIRST AVENUE 16 STREET,FIRST AVENUE AND 16TH ST,,,nysoasas_programs,09c61380fc82f44e153d249c8f496e8f,EE,'FIRST AVENUE 16TH ST' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
CLINIC 3G OTP,,FIRST AVENUE 16 STREET,FIRST AVENUE AND 16TH ST,,,nysoasas_programs,240ce315dc6c09e0ec38077f899f4a4c,EE,'FIRST AVENUE 16TH ST' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
"COPAY, INC. OP",21,NORTH STATION PLAZA,21 NORTH STATION PLAZA,,,nysoasas_programs,af4cbfab1de031319b1ae88b6be6c5bc,11,'NORTH STATION PLAZA' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES
GOUVERNEUR CLINIC OTP,,FIRST AVENUE 16 STREET,FIRST AVENUE AND 16TH ST,,,nysoasas_programs,f5afe91695a7b79c8616796d8eaeba54,EE,'FIRST AVENUE 16TH ST' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
HARBOR HOUSE IR,,EAST 160 STREET,EAST 160TH STREET,,,nysoasas_programs,3c6c9ff7f80e59462ae7ce5993c5026c,13,ADDRESS NBR EAST 160TH STREE  HAS AN UNKNOWN OR INVALID SUFFIX/ENDING.
HARLEM NO. 2 OTP,,FIRST AVENUE 16 STREET,FIRST AVENUE AND 16TH ST,,,nysoasas_programs,97725ad82886d43cd707cfe1f9af30e1,EE,'FIRST AVENUE 16TH ST' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
HARLEM NO. 6/7 OTP,,FIRST AVENUE 16 STREET,FIRST AVENUE AND 16TH ST,,,nysoasas_programs,2932ef2826ffbdbeffe7a2a24964fa23,EE,'FIRST AVENUE 16TH ST' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
MARY S. TAYLOR HOMELESS OUTREACH RRI,,EAST 160 STREET,EAST 160TH STREET,,,nysoasas_programs,6b73b4cf50d3d51ed3782b1e5301e574,13,ADDRESS NBR EAST 160TH STREE  HAS AN UNKNOWN OR INVALID SUFFIX/ENDING.
MMTP AVENUE A CLINIC OTP,,FIRST AVENUE 16 STREET,FIRST AVENUE AND 16TH ST,,,nysoasas_programs,e93162405cc128f44b427c7ddd2281f1,EE,'FIRST AVENUE 16TH ST' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
NASSAU ALTERNATIVE ADVOCACY PROGRAM OP,151,HERRICKS ROAD,151 HERRICKS RD,,,nysoasas_programs,bb7f0040f29548f1349c2a68f5fb242d,EE,'HERRICKS RD' NOT RECOGNIZED. THERE ARE 006 SIMILAR NAMES.
STAR PROGRAM OP,340,DOGWOOD AVENUE,340 DOGWOOD AVE,,,nysoasas_programs,406b906564cb230d2aa34ab439909286,11,'DOGWOOD AVE' NOT RECOGNIZED. THERE ARE NO SIMILAR NAMES
STRIVER HOUSE IR,,EAST 160 STREET,EAST 160TH STREET,,,nysoasas_programs,0026198a9e71a77345725f5825a7e9d9,13,ADDRESS NBR EAST 160TH STREE  HAS AN UNKNOWN OR INVALID SUFFIX/ENDING.
STUYVESANT SQUARE CD TREATMENT PROG IP,,FIRST AVENUE 16 STREET,FIRST AVENUE AND 16TH ST,,,nysoasas_programs,e39aa5c3fa4d69877524ca447fa7145a,EE,'FIRST AVENUE 16TH ST' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
THE ELIZABETH L. STURZ OUTPATIENT CTR,,EAST 160 STREET,EAST 160TH STREET,,,nysoasas_programs,b2160178db8374e757ee04a909878029,13,ADDRESS NBR EAST 160TH STREE  HAS AN UNKNOWN OR INVALID SUFFIX/ENDING.
VIDA FAMILY SERVICES OP,,EAST 105 STREET,E 105TH STREET,,,nysoasas_programs,08be3259b52917de5ab2223cf4673856,13,ADDRESS NBR E 105TH STREET  HAS AN UNKNOWN OR INVALID SUFFIX/ENDING.
VINCENT P. DOLE CLINIC OTP,,FIRST AVENUE 16 STREET,FIRST AVENUE AND 16TH ST,,,nysoasas_programs,329e0cd3172db598ed28bd455f8ca12b,EE,'FIRST AVENUE 16TH ST' NOT RECOGNIZED. THERE ARE 010 SIMILAR NAMES.
'I CAN' COMMUNITY RESIDENCE,,,,,,nysomh_mentalhealth,1d36f5a7773ff1775795aae01d92463f,98,NO INPUT DATA RECEIVED
(BF) ICL SH/BRONX FORENSIC - COMM. SVCS,,,,,,nysomh_mentalhealth,650709c76167cca90f43b1670312f731,98,NO INPUT DATA RECEIVED
(BK) ICL SH/ST. MARKS III SH KINGS COUNTY - COMM SVCS,,,,,,nysomh_mentalhealth,aa54263f67b92b0849119cec7c0dc3f2,98,NO INPUT DATA RECEIVED
(BX) ICL SH/BRONX-COMM. SVCS.,,,,,,nysomh_mentalhealth,afbede94d3dfe26cda0aab7a3fa831b6,98,NO INPUT DATA RECEIVED
(LS) ICL SH/LAWTON SCATTER-COMM. SVCS.,,,,,,nysomh_mentalhealth,3d60ddc3675c0527a38a2e6c03484219,98,NO INPUT DATA RECEIVED
(QU) ICL SH/QUEENS SUPPORTED HOUSING I - COMM. SVCS,,,,,,nysomh_mentalhealth,6d1de49b86c325b74d8df019fed318b0,98,NO INPUT DATA RECEIVED
(QU) ICL SH/QUEENS SUPPORTED HOUSING II - COMM. SVCS,,,,,,nysomh_mentalhealth,91a61b1b5274714e1b23214f4c23e58c,98,NO INPUT DATA RECEIVED
(QW) ICL SUPPORTED HOUSING/QUEENS - NY/NY III - COMM. SVCS,,,,,,nysomh_mentalhealth,f1445e47a0c067b04a1b5ea9948639fc,98,NO INPUT DATA RECEIVED
(S!) ICL SH/MANHATTAN - COMM. SVCS.,,,,,,nysomh_mentalhealth,97e4125b033479a0ffad0acd66189195,98,NO INPUT DATA RECEIVED
(S#) ICL SH/KPC KINGS - COMM. SVCS.,,,,,,nysomh_mentalhealth,e2d41968b7941eae3511d6324b1526f3,98,NO INPUT DATA RECEIVED
(S$) ICL SH/ST. MARK'S SCATTERED SITE - COMM. SVCS,,,,,,nysomh_mentalhealth,a1c3ae5ba8b55f9751393759667696b6,98,NO INPUT DATA RECEIVED
(S%) ICL SH/BROOKLYN SOUTH-COMM. SVCS.,,,,,,nysomh_mentalhealth,7bae51b76ed949696a36dcdb92f0ace9,98,NO INPUT DATA RECEIVED
(S') ICL SH/EMERSON SCATTERSITE - COMM. SVCS,,,,,,nysomh_mentalhealth,a11c3e544f4783e5529f5ef8697a1039,98,NO INPUT DATA RECEIVED
(S*) ICL SH/BROOKLYN NO. (EMERSON) - COMM. SVCS,,,,,,nysomh_mentalhealth,115e6f03cec726a11f0c4b46f07b8ebb,98,NO INPUT DATA RECEIVED
(S+) ICL SH/HUD IPS - COMM. SVCS,,,,,,nysomh_mentalhealth,acedcaed482405635289ab2381a7be20,98,NO INPUT DATA RECEIVED
(S-) ICL SH/KPC KINGS - COMM.SVCS.,,,,,,nysomh_mentalhealth,ee74a803f24139841f972059eda5ef92,98,NO INPUT DATA RECEIVED
(S1) ICL SH/CATHEDRAL CONDO-BROOKLYN-COMM.SVCS.,,,,,,nysomh_mentalhealth,11f6fde9395f323c4dbf78f2c6c38e79,98,NO INPUT DATA RECEIVED
(S2) ICL SH/KINGS/CAP SCATTERSITE - COMM.SVCS,,,,,,nysomh_mentalhealth,6dd02f6226ab3a0591d2541ca0dd8649,98,NO INPUT DATA RECEIVED
(S3) ICL SH/WASHINGTON AVE BROOKLYN-COMM.SVCS.,,,,,,nysomh_mentalhealth,ae6313814c186262fa546a79374f57ce,98,NO INPUT DATA RECEIVED
(S4) ICL SH/EMERSON PLACE BROOKLYN-COMM.SVCS.,,,,,,nysomh_mentalhealth,031476fb0797dc1774f66b2ecdcdbbaf,98,NO INPUT DATA RECEIVED
(S5) ICL SH/WARREN STREET BROOKLYN-COMM.SVCS.-COMM.SVCS,,,,,,nysomh_mentalhealth,deaa64332d67ec35a6a0cfbafcde0deb,98,NO INPUT DATA RECEIVED
(S6) ICL SH/FIRST STREET BROOKLYN - COMM.SVCS.,,,,,,nysomh_mentalhealth,41b796526030a6addb4157f8f0ee74ab,98,NO INPUT DATA RECEIVED
(S7) ICL SH/OMH E. 98TH (S+C I)-COMM.SVCS.,,,,,,nysomh_mentalhealth,4da09ddf78d5a510b38f35ce895b6fed,98,NO INPUT DATA RECEIVED
(S9) ICL SH/OMH E. 98TH (S+C II) - COMM. SVCS,,,,,,nysomh_mentalhealth,ceb4a68fda2f5879298cd86435a48b84,98,NO INPUT DATA RECEIVED
(S:) ICL SH/SCATTERED SITE MICA-COMM.SVCS.,,,,,,nysomh_mentalhealth,9ac2b73bcea5a8a113691c9bd7c01b5f,98,NO INPUT DATA RECEIVED
(S@) ICL SH/HUD FAMILY SCATTERED-COMM. SVCS.,,,,,,nysomh_mentalhealth,4978ae545a860df026dd609eada60aaa,98,NO INPUT DATA RECEIVED
(SO) ICL SH/OMH SCATTERSITE (487 ST. MARKS) - COMM. SVCS,,,,,,nysomh_mentalhealth,61df1a316c533bbad7a6fefffc4c9824,98,NO INPUT DATA RECEIVED
(S^) ICL SH/STEPPING STONE OMH-COMM. SVCS.,,,,,,nysomh_mentalhealth,4d4930973e8ce2f9e50002fd766986ff,98,NO INPUT DATA RECEIVED
124TH STREET CR/SRO,,,,,,nysomh_mentalhealth,d046509812312e83c2edcf1a61483a2d,98,NO INPUT DATA RECEIVED
161ST STREET - TINTON AVENUE,,,,,,nysomh_mentalhealth,688614d5e1c1a9c29f1ab8df0b1deab0,98,NO INPUT DATA RECEIVED
162ND STREET RESIDENCE SUPPORTED,,,,,,nysomh_mentalhealth,b8d17d428980cafbc773fc652994aca9,98,NO INPUT DATA RECEIVED
3RD AVENUE LA CASA,,,,,,nysomh_mentalhealth,15aa39983a8e88909a4815df296f3bfd,98,NO INPUT DATA RECEIVED
74 AVENUE A,,,,,,nysomh_mentalhealth,c26fdbce8e0812f37d9e5b140ca08f14,98,NO INPUT DATA RECEIVED
A.C.T. COMMUNITY RESIDENCE,,,,,,nysomh_mentalhealth,0a85cb245beff957260274a4623cc046,98,NO INPUT DATA RECEIVED
ABRAHAM RESIDENCE III,,,,,,nysomh_mentalhealth,afc9ed1120721f7570ccc1e28ffdf669,98,NO INPUT DATA RECEIVED
ACCESS HOUSE,,,,,,nysomh_mentalhealth,47d9b1b719b01263068cc57cc5ff4f22,98,NO INPUT DATA RECEIVED
ACMH - SH/PC LONG STAY CREEDMOOR PC QUEENS - COMM. SVCS,,,,,,nysomh_mentalhealth,038ad53ced10b4cd961047320df201f1,98,NO INPUT DATA RECEIVED
ACMH - SH/PC LONG STAY MANHATTAN PC NEW YORK - COMM. SVCS,,,,,,nysomh_mentalhealth,be742fbf171c7adfacca60db05fff68d,98,NO INPUT DATA RECEIVED
ACMH - SH/PC LONG STAY NEW YORK - COMM. SVCS,,,,,,nysomh_mentalhealth,f5dcc4a7ade4c4d052fffde659e6b5e9,98,NO INPUT DATA RECEIVED
ACMH - SH/PC LONG STAY QUEENS - COMM. SVCS,,,,,,nysomh_mentalhealth,dd49cd585f4b3821611e21b058294f5c,98,NO INPUT DATA RECEIVED
ACMH - SUPPORTED APARTMENTS 638 NEW YORK - COMM. SVCS,,,,,,nysomh_mentalhealth,4bfd61426785af2f7bf0edefeabdd9b0,98,NO INPUT DATA RECEIVED
ACMH - SUPPORTED APARTMENTS 639 QUEENS - COMM. SVCS,,,,,,nysomh_mentalhealth,34b3cc309f28db801ff2bf2ea2b0b320,98,NO INPUT DATA RECEIVED
ACMH - SUPPORTED HOUSING/NEW YORK - COMM. SVCS,,,,,,nysomh_mentalhealth,4c4b02bd7d84e8cbcfe75f9b9b497940,98,NO INPUT DATA RECEIVED
ACMH - SUPPORTED HOUSING/NY NY III NEW YORK - COMM. SVCS,,,,,,nysomh_mentalhealth,9a880aa72e3eab35bfe4950ea72e2e73,98,NO INPUT DATA RECEIVED
ACMH - SUPPORTED HOUSING/NY NY III QUEENS - COMM. SVCS,,,,,,nysomh_mentalhealth,42e51aed8d40ce382592c80b98fbfbc1,98,NO INPUT DATA RECEIVED
ACMH - SUPPORTED HOUSING/QUEENS - COMM. SVCS,,,,,,nysomh_mentalhealth,e0e71acc6a57fcca39be3a747c53f25b,98,NO INPUT DATA RECEIVED
ACMH ANA'S HOUSE SP/SRO,,,,,,nysomh_mentalhealth,af4e922884b8e5b2474342cfe99a3ae1,98,NO INPUT DATA RECEIVED
ACMH BRONX SUPPORTED HOUSING-COMM.SVCS,,,,,,nysomh_mentalhealth,9348ca50ea2a4e6589483d654355e127,98,NO INPUT DATA RECEIVED
ACMH CROTONA AVENUE SP/SRO,,,,,,nysomh_mentalhealth,5ce19aa54a87269769994818ec03c3d5,98,NO INPUT DATA RECEIVED
ACMH E. 144TH STREET SP/SRO,,,,,,nysomh_mentalhealth,0f8857b9ecaca27e13bdc830c27eb049,98,NO INPUT DATA RECEIVED
ACMH FORENSIC PC SUPPORTIVE HOUSING-COMM.SVCS,,,,,,nysomh_mentalhealth,f8aac7fdd7f0c5358efdea2d365b8538,98,NO INPUT DATA RECEIVED
ACMH SH/SUPPORTED APARTMENTS 641- COMM SVCS,,,,,,nysomh_mentalhealth,efebcc07bf65933acc2654abf1a7f47d,98,NO INPUT DATA RECEIVED
ACMH SUPP HOUSING/PRISON RELEASE BEDS-COMM.SVCS,,,,,,nysomh_mentalhealth,5ccffe2affb21561bb48c5b2b0001d1c,98,NO INPUT DATA RECEIVED
ACMH SUPPORTED HOUSING 645 QUEENS - COMM SVCS,,,,,,nysomh_mentalhealth,9be9d983029d32382323abdff6fc51a8,98,NO INPUT DATA RECEIVED
ACMH SUPPORTED HOUSING 646 NY/NY III - COMM SVCS,,,,,,nysomh_mentalhealth,3c60a9e556bb870337768b735f3a9a8a,98,NO INPUT DATA RECEIVED
ACMH SUPPORTED HOUSING 647 - COMM SVCS,,,,,,nysomh_mentalhealth,b1edd8d4f0cf050dabca229b96d1270f,98,NO INPUT DATA RECEIVED
ACMH TREATMENT APARTMENTS (ATA),,,,,,nysomh_mentalhealth,896ee78fef7401e984b02191f9e9a5f7,98,NO INPUT DATA RECEIVED
ACMH/MARKUS GARDENS SUPP HOUSING SPSRO PROGRAM,,,,,,nysomh_mentalhealth,382014c96ec55178367dae0361275219,98,NO INPUT DATA RECEIVED
ADVOCACY/SUPPORT - HOTLINE NYC,,,MADISON SQUARE STATION,,,nysomh_mentalhealth,f121c2b70587b3fd4998332e5b2b048d,16,STREET NAME IS MISSING
AFFIRMATIVE BUSINESS BOOKSTORE,39-15A,BELL BOULEVARD,39-15A BELL BOULEVARD,,11361,nysomh_mentalhealth,f2fb6c363ee465156f684034a220ed3b,00,
AMSTERDAM,,,,,,nysomh_mentalhealth,972bc5c74f45d90019984f3552fffd7e,98,NO INPUT DATA RECEIVED
ANCHOR COMMUNITY RESIDENCE,,,,,,nysomh_mentalhealth,d954f9210c06901d7322583ee7e4b669,98,NO INPUT DATA RECEIVED
APARTMENT PROGRAM,,,,,,nysomh_mentalhealth,799174bdb5bdaae3671b2b29b2b122be,98,NO INPUT DATA RECEIVED
APARTMENT TREATMENT PROGRAM,,,,,,nysomh_mentalhealth,2e07a795a46ed8fd1e49755659ad2c94,98,NO INPUT DATA RECEIVED
ARTHUR AVENUE RESIDENCES/THE SYDELLE,,,,,,nysomh_mentalhealth,e36583ba7229f743afa3c9617dd74aba,98,NO INPUT DATA RECEIVED
AURORA COMMUNITY RESIDENCE,,,,,,nysomh_mentalhealth,420f5de96e86308d764c7f5aa9c4e853,98,NO INPUT DATA RECEIVED
AURORA HOUSE,,,,,,nysomh_mentalhealth,e0d7852998ae5b6bc4a884ba9d56af6d,98,NO INPUT DATA RECEIVED
AUSTIN HOUSE,,,,,,nysomh_mentalhealth,a8f229ffa4af950db4dcccf06a2ccfd8,98,NO INPUT DATA RECEIVED
BASICS - BASICS SUPP HOUSING KINGS COUNTY - COMM SVCS,,,,,,nysomh_mentalhealth,f4a94f98a96c398d2db9cd99888cdc59,98,NO INPUT DATA RECEIVED
BASICS SUPPORTED HOUSING/BRONX - COMM SVCS,,,,,,nysomh_mentalhealth,cd48babd0b7049506e9b71c44b449d5e,98,NO INPUT DATA RECEIVED
BASICS SUPPORTED HOUSING/QUEENS - COMM SVCS,,,,,,nysomh_mentalhealth,004505c0e1ed0897b690ea7174df1ce1,98,NO INPUT DATA RECEIVED
BCHS IVY HOUSE,,,,,,nysomh_mentalhealth,341f4a1c2aa55a52362f01cc8cbb8fbc,98,NO INPUT DATA RECEIVED
BCHS NY/NY CONGREGATE SUPPORTIVE HOUSING PROGRAM,,,,,,nysomh_mentalhealth,f3818f98b1ba67d3dcc46851f2793600,98,NO INPUT DATA RECEIVED
BCHS NYC DMH NY/NY I - CARLTON AVENUE SUPPORTED SRO,,,,,,nysomh_mentalhealth,e9515a79497fd7d3de69f27549388ad4,98,NO INPUT DATA RECEIVED
BCHS SH/KINGS - NY/NY III (WORKFORCE RIV) - COMM. SVCS,,,,,,nysomh_mentalhealth,503856f161173b147e8c210f031ce2f7,98,NO INPUT DATA RECEIVED
BCHS SUPPORTED HOUSING - COMM. SVCS,,,,,,nysomh_mentalhealth,ab0d813110ab33b454f76e64eb440f88,98,NO INPUT DATA RECEIVED
BCHS SUPPORTED HOUSING/200C KINGS COUNTY - COMM. SVCS,,,,,,nysomh_mentalhealth,32125e6edddc304647df97616f37a754,98,NO INPUT DATA RECEIVED
BCHS TRANSITIONAL APARTMENT SERVICES,,,,,,nysomh_mentalhealth,20a68f91accbe32765b5709672ff3d1f,98,NO INPUT DATA RECEIVED
BEACH 85TH STREET SP/SRO,,,,,,nysomh_mentalhealth,d8d2a3446f9a2e3c684e111593d8db01,98,NO INPUT DATA RECEIVED
BEACON KINGSBORO TREATMENT APARTMENT PROGRAM,,,,,,nysomh_mentalhealth,0df805502039167a9a1fa5b5ec685188,98,NO INPUT DATA RECEIVED
BEACON OF HOPE #4,,,,,,nysomh_mentalhealth,030a3c99cffcbf308df0ed6a33a2ea21,98,NO INPUT DATA RECEIVED
BEACON OF HOPE BRONX HOUSE I,,,,,,nysomh_mentalhealth,0025e41804df257497cebcf8e4fb761b,98,NO INPUT DATA RECEIVED
BEACON OF HOPE BRONX HOUSE II,,,,,,nysomh_mentalhealth,d4e1f053b04bf90d5f42a7ffe82b3326,98,NO INPUT DATA RECEIVED
BEACON OF HOPE BRONX HOUSE III,,,,,,nysomh_mentalhealth,f33ee0b862408da258dc15f15b9c3184,98,NO INPUT DATA RECEIVED
BEACON OF HOPE CARDINAL COOKE RESIDENCE,,,,,,nysomh_mentalhealth,72b9e75dd70c909c991a0771b3121ba7,98,NO INPUT DATA RECEIVED
BEACON OF HOPE HOUSE - SH/RICHMOND COUNTY - COMM. SVCS,,,,,,nysomh_mentalhealth,30b800815c5c61cd808744099183438d,98,NO INPUT DATA RECEIVED
BEACON OF HOPE HOUSE I,,,,,,nysomh_mentalhealth,2f3ada659cf38677539dea26c5ea52ea,98,NO INPUT DATA RECEIVED
BEACON OF HOPE HOUSE II,,,,,,nysomh_mentalhealth,317db4cc0fd3b319a634dfc1a30d7a9f,98,NO INPUT DATA RECEIVED
BEACON OF HOPE HOUSE TREATMENT APARTMENTS,,,,,,nysomh_mentalhealth,dd0d8451ff547b8e86a19123c75a0a4e,98,NO INPUT DATA RECEIVED
BEACON OF HOPE HOUSE-SH/BRONX COUNTY-COMM. SVCS.,,,,,,nysomh_mentalhealth,1d2898bad3a001e817d4e63dc5ba345c,98,NO INPUT DATA RECEIVED
BEACON OF HOPE HOUSE-SH/BRONX NY/NY-COMM. SVCS.,,,,,,nysomh_mentalhealth,cd5815b97d701ed420dda545810e82e0,98,NO INPUT DATA RECEIVED
BEACON STATEN ISLAND TREATMENT APARTMENT PROGRAM,,,,,,nysomh_mentalhealth,3465ed3f7d7dfdfbc28576fa1f4cf892,98,NO INPUT DATA RECEIVED
BEHAVIORAL HEALTH CARE COORDINATION TRAINING,2180,THIRD AVENUE 119 STREET,2180 THIRD AVENUE @ 119TH STREET,,,nysomh_mentalhealth,5a83279079ff680b9f8959ac0cce41a1,EE,'THIRD AVENUE 119TH STREET' NOT RECOGNIZED. THERE ARE 008 SIMILAR NAMES.
BERGEN SARATOGA APARTMENTS,,,,,,nysomh_mentalhealth,1c6b8df0de85777d362a220b86c4cff0,98,NO INPUT DATA RECEIVED
BETH ISRAEL MEDICAL CENTER CPEP,,16 STREET,FIRST AVENUE AT 16TH STREET,,,nysomh_mentalhealth,928644025b52ecabccea9d456cffa38a,EE,'16TH STREET' NOT RECOGNIZED. THERE ARE 002 SIMILAR NAMES.
BFL EAST 139TH STREET SP/SRO,,,,,,nysomh_mentalhealth,4b8ba9ff82826c14474d40bf296539f0,98,NO INPUT DATA RECEIVED
BISHOP SULLIVAN,,,,,,nysomh_mentalhealth,2040e07896090bb0b4544a2f89c63e87,98,NO INPUT DATA RECEIVED
BLACK VETS SUPP HOUSING/TRANSFORMATION SH KINGS - COMM SVCS,,,,,,nysomh_mentalhealth,14729f2ea67c099b63094dbee7078a0c,98,NO INPUT DATA RECEIVED
BLACK VETS SUPPORTED HOUSING-HIRE- HOMELESS REIN-COMM.SVCS.,,,,,,nysomh_mentalhealth,a3d0402a04c2989ac3c392bdedeb11c3,98,NO INPUT DATA RECEIVED
BLACK VETS SUPPORTED HOUSING/SH KINGS COUNTY - COMM SVCS,,,,,,nysomh_mentalhealth,0c8c64aa7af1c73614c3e979f3028ebc,98,NO INPUT DATA RECEIVED
BONDING LINKS-ENLAZOS FAMILIARES COMMUNITY RESIDENCE,,,,,,nysomh_mentalhealth,34cf41351a9f6a5caf2d463097755b68,98,NO INPUT DATA RECEIVED
BRC CECIL IVORY HOUSE,,,,,,nysomh_mentalhealth,dfc3c4008c6b56cb1c6756097979296b,98,NO INPUT DATA RECEIVED
BRC FULTON HOUSE,,,,,,nysomh_mentalhealth,084e0ae3d63c6c2596a67ef3298170f8,98,NO INPUT DATA RECEIVED
BRC LOS VECINOS RESIDENCE,,,,,,nysomh_mentalhealth,790ec83098328b7770df010156812e4e,98,NO INPUT DATA RECEIVED
BRC METROPOLITAN APARTMENT PROGRAM,,,,,,nysomh_mentalhealth,521af060348d17820767a25b6e7c4b8e,98,NO INPUT DATA RECEIVED
BRC NYC DMH NY/NY I - CLYDE BURTON SUPPORTED SRO,,,,,,nysomh_mentalhealth,6f55c167ec1a1c01c074f507d04ad226,98,NO INPUT DATA RECEIVED
BRC NYC DMH NY/NY I - LOS VECINOS SUPPORTED SRO,,,,,,nysomh_mentalhealth,ba6e51f13a40acd52ed67e826d25a00e,98,NO INPUT DATA RECEIVED
BRC NYC DMH NY/NY I - SCATTERED SITE SROS - BRONX,,,,,,nysomh_mentalhealth,571db05e6a8902abbd93f11e713fa792,98,NO INPUT DATA RECEIVED
BRC SUPPORTED HOUSING/BRONX I - COMM. SVCS,,,,,,nysomh_mentalhealth,ac030cf378e1e0f8e8844bb65b62ccd7,98,NO INPUT DATA RECEIVED
BRC SUPPORTED HOUSING/BRONX II - COMM. SVCS,,,,,,nysomh_mentalhealth,84d71ad6379b689e77e50113e9a42a6b,98,NO INPUT DATA RECEIVED
BRC SUPPORTED HOUSING/KINGS - COMM. SVCS,,,,,,nysomh_mentalhealth,c1cbf672d2932b1bcb389df71082c8bb,98,NO INPUT DATA RECEIVED
BRC SUPPORTED HOUSING/KINGS - NY/NY III - COMM. SVCS.,,,,,,nysomh_mentalhealth,b7fd8bec4b73871beea5a2f50a44c006,98,NO INPUT DATA RECEIVED
BRC SUPPORTED HOUSING/NYNY III BRONX - COMM. SVCS,,,,,,nysomh_mentalhealth,ae8902ace146bd1f9b65f7cfabdc822e,98,NO INPUT DATA RECEIVED
BRC SUPPORTED HOUSING/PC LONG STAY BRONX - COMM. SVCS,,,,,,nysomh_mentalhealth,e6a41a8554c329e92c113961b35317a7,98,NO INPUT DATA RECEIVED
BRC SUPPORTED HOUSING/PC LONG STAY KINGS - COMM. SVCS,,,,,,nysomh_mentalhealth,f97c3b292a6490d9e7454380db827e18,98,NO INPUT DATA RECEIVED
