facdomain,facgroup,facsubgrp,factype,datasource,count_new,facdomain_old,facgroup_old,facsubgrp_old,factype_old,count_old,diff
HEALTH AND HUMAN SERVICES,HUMAN SERVICES,WORKFORCE DEVELOPMENT,JOBS & INTERNSHIPS,moeo_socialservicesiteloactions,124,,,,,,
HEALTH AND HUMAN SERVICES,HUMAN SERVICES,WORKFORCE DEVELOPMENT,NYC BUSINESS SOLUTIONS CENTER,sbs_workforce1,7,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,WORKFORCE DEVELOPMENT,NYC BUSINESS SOLUTIONS CENTER,7,0
HEALTH AND HUMAN SERVICES,HUMAN SERVICES,WORKFORCE DEVELOPMENT,NYC BUSINESS SOLUTIONS INDUSTRIAL AND TRANSPORTATION,sbs_workforce1,9,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,WORKFORCE DEVELOPMENT,NYC BUSINESS SOLUTIONS INDUSTRIAL AND TRANSPORTATION,9,0
HEALTH AND HUMAN SERVICES,HUMAN SERVICES,WORKFORCE DEVELOPMENT,VOCATIONAL REHABILITATION,moeo_socialservicesiteloactions,5,,,,,,
HEALTH AND HUMAN SERVICES,HUMAN SERVICES,WORKFORCE DEVELOPMENT,VOCATIONAL SERVICES,moeo_socialservicesiteloactions,6,,,,,,
HEALTH AND HUMAN SERVICES,HUMAN SERVICES,WORKFORCE DEVELOPMENT,WORKFORCE1 CAREER CENTER,sbs_workforce1,23,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,WORKFORCE DEVELOPMENT,WORKFORCE1 CAREER CENTER,23,0
LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,HISTORICAL SOCIETIES,HISTORICAL SOCIETIES,nysed_activeinstitutions,43,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,HISTORICAL SOCIETIES,HISTORICAL SOCIETIES,45,-2
LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,MUSEUMS,MUSEUM,dcla_culturalinstitutions,86,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,MUSEUMS,MUSEUM,82,4
LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,MUSEUMS,PRIVATE MUSEUMS AND SITES,nysed_activeinstitutions,6,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,MUSEUMS,PRIVATE MUSEUMS AND SITES,3,3
LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,MUSEUMS,PUBLIC MUSEUMS AND SITES,nysed_activeinstitutions,33,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,MUSEUMS,PUBLIC MUSEUMS AND SITES,28,5
LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,ARCHITECTURE/DESIGN,dcla_culturalinstitutions,26,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,ARCHITECTURE/DESIGN,24,2
LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,BOTANICAL,dcla_culturalinstitutions,5,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,BOTANICAL,5,0
LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,CRAFTS,dcla_culturalinstitutions,1,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,CRAFTS,1,0
LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,DANCE,dcla_culturalinstitutions,186,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,DANCE,181,5
LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,FILM/VIDEO/AUDIO,dcla_culturalinstitutions,90,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,FILM/VIDEO/AUDIO,88,2
LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,FOLK ARTS,dcla_culturalinstitutions,30,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,FOLK ARTS,29,1
LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,HUMANITIES,dcla_culturalinstitutions,22,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,HUMANITIES,21,1
LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,IN USE-TENANTED,dcas_colp,1,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,IN USE-TENANTED,1,0
LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,LITERATURE,dcla_culturalinstitutions,47,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,LITERATURE,44,3
LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,"MULTI-DISCIPL, PERF & NON-PERF",dcla_culturalinstitutions,224,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,"MULTI-DISCIPL, PERF & NON-PERF",215,9
LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,"MULTI-DISCIPLINE, NON-PERFORM",dcla_culturalinstitutions,90,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,"MULTI-DISCIPLINE, NON-PERFORM",89,1
LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,"MULTI-DISCIPLINE, PERFORMING",dcla_culturalinstitutions,159,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,"MULTI-DISCIPLINE, PERFORMING",171,-12
LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,MUSIC,dcla_culturalinstitutions,263,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,MUSIC,266,-3
LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,NEW MEDIA,dcla_culturalinstitutions,12,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,NEW MEDIA,12,0
LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,OTHER,dcla_culturalinstitutions,27,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,OTHER,24,3
LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,PHOTOGRAPHY,dcla_culturalinstitutions,9,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,PHOTOGRAPHY,10,-1
LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,SCIENCE,dcla_culturalinstitutions,7,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,SCIENCE,4,3
LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,THEATER,dcla_culturalinstitutions,319,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,THEATER,321,-2
LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,UNSPECIFIED DISCIPLINE,dcla_culturalinstitutions,16,,,,,,
LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,VISUAL ARTS,dcla_culturalinstitutions,121,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,VISUAL ARTS,124,-3
LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,ZOO,dcla_culturalinstitutions,3,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,ZOO,3,0
LIBRARIES AND CULTURAL PROGRAMS,LIBRARIES,ACADEMIC AND SPECIAL LIBRARIES,ACADEMIC LIBRARIES,nysed_activeinstitutions,6,LIBRARIES AND CULTURAL PROGRAMS,LIBRARIES,ACADEMIC AND SPECIAL LIBRARIES,ACADEMIC LIBRARIES,6,0
LIBRARIES AND CULTURAL PROGRAMS,LIBRARIES,ACADEMIC AND SPECIAL LIBRARIES,SPECIAL LIBRARIES,nysed_activeinstitutions,21,LIBRARIES AND CULTURAL PROGRAMS,LIBRARIES,ACADEMIC AND SPECIAL LIBRARIES,SPECIAL LIBRARIES,20,1
LIBRARIES AND CULTURAL PROGRAMS,LIBRARIES,PUBLIC LIBRARIES,PUBLIC LIBRARY,bpl_libraries,59,,,,,,
LIBRARIES AND CULTURAL PROGRAMS,LIBRARIES,PUBLIC LIBRARIES,PUBLIC LIBRARY,qpl_libraries,66,,,,,,
LIBRARIES AND CULTURAL PROGRAMS,LIBRARIES,PUBLIC LIBRARIES,PUBLIC LIBRARY,nypl_libraries,92,,,,,,
"PARKS, GARDENS, AND HISTORICAL SITES",HISTORICAL SITES,HISTORICAL SITES,HISTORIC HOUSE PARK,dpr_parksproperties,12,"PARKS, GARDENS, AND HISTORICAL SITES",HISTORICAL SITES,HISTORICAL SITES,HISTORIC HOUSE PARK,12,0
"PARKS, GARDENS, AND HISTORICAL SITES",HISTORICAL SITES,HISTORICAL SITES,NATIONAL HISTORIC SITE,usnps_parks,1,"PARKS, GARDENS, AND HISTORICAL SITES",HISTORICAL SITES,HISTORICAL SITES,NATIONAL HISTORIC SITE,1,0
"PARKS, GARDENS, AND HISTORICAL SITES",HISTORICAL SITES,HISTORICAL SITES,NATIONAL MEMORIAL,usnps_parks,3,"PARKS, GARDENS, AND HISTORICAL SITES",HISTORICAL SITES,HISTORICAL SITES,NATIONAL MEMORIAL,3,0
"PARKS, GARDENS, AND HISTORICAL SITES",HISTORICAL SITES,HISTORICAL SITES,NATIONAL MONUMENT,usnps_parks,5,"PARKS, GARDENS, AND HISTORICAL SITES",HISTORICAL SITES,HISTORICAL SITES,NATIONAL MONUMENT,4,1
"PARKS, GARDENS, AND HISTORICAL SITES",HISTORICAL SITES,HISTORICAL SITES,NATIONAL RECREATION AREA,usnps_parks,1,,,,,,
"PARKS, GARDENS, AND HISTORICAL SITES",HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,nysparks_historicplaces,898,"PARKS, GARDENS, AND HISTORICAL SITES",HISTORICAL SITES,HISTORICAL SITES,STATE HISTORIC PLACE,796,102
"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,CEMETERIES,CEMETERY,dpr_parksproperties,13,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,CEMETERIES,CEMETERY,21,-8
"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,GARDENS,GARDEN,dpr_parksproperties,340,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,GARDENS,GARDEN,336,4
"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,PARKS,CITY-STATE PARK,dcp_sfpsd,20,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,PARKS,CITY-STATE PARK,20,0
"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,PARKS,COMMUNITY PARK,dpr_parksproperties,105,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,PARKS,COMMUNITY PARK,148,-43
"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,PARKS,FLAGSHIP PARK,dpr_parksproperties,16,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,PARKS,FLAGSHIP PARK,16,0
"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,PARKS,NEIGHBORHOOD PARK,dpr_parksproperties,270,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,PARKS,NEIGHBORHOOD PARK,279,-9
"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,PARKS,STATE PARK,nysparks_parks,4,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,PARKS,STATE PARK,4,0
"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,PRESERVES AND CONSERVATION AREAS,FRESHWATER WETLAND,nysdec_lands,1,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,PRESERVES AND CONSERVATION AREAS,FRESHWATER WETLAND,1,0
"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,PRESERVES AND CONSERVATION AREAS,NATURAL RESOURCE AREA,nysdec_lands,4,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,PRESERVES AND CONSERVATION AREAS,NATURAL RESOURCE AREA,3,1
"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,PRESERVES AND CONSERVATION AREAS,NATURE AREA,dpr_parksproperties,84,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,PRESERVES AND CONSERVATION AREAS,NATURE AREA,84,0
"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,PRESERVES AND CONSERVATION AREAS,STATE FOREST,nysdec_lands,4,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,PRESERVES AND CONSERVATION AREAS,STATE FOREST,4,0
"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,PRESERVES AND CONSERVATION AREAS,STATE PARK PRESERVE,nysparks_parks,1,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,PRESERVES AND CONSERVATION AREAS,STATE PARK PRESERVE,1,0
"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,PRESERVES AND CONSERVATION AREAS,TIDAL WETLAND,nysdec_lands,13,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,PRESERVES AND CONSERVATION AREAS,TIDAL WETLAND,13,0
"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,PRESERVES AND CONSERVATION AREAS,TRAILWAY,nysdec_lands,3,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,PRESERVES AND CONSERVATION AREAS,TRAILWAY,3,0
"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,PRESERVES AND CONSERVATION AREAS,UNIQUE AREA,nysdec_lands,4,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,PRESERVES AND CONSERVATION AREAS,UNIQUE AREA,4,0
"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,dcp_pops,357,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,PRIVATELY OWNED PUBLIC SPACE,PRIVATELY OWNED PUBLIC SPACE,354,3
"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,BUILDINGS/INSTITUTIONS,dpr_parksproperties,22,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,BUILDINGS/INSTITUTIONS,22,0
"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,JOINTLY OPERATED PLAYGROUND,dpr_parksproperties,263,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,JOINTLY OPERATED PLAYGROUND,263,0
"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,MANAGED SITES,dpr_parksproperties,15,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,MANAGED SITES,15,0
"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,PLAYGROUND,dpr_parksproperties,243,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,PLAYGROUND,741,-498
"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,RECREATION FIELD/COURTS,dpr_parksproperties,70,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,RECREATION FIELD/COURTS,70,0
"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,WATERFRONT FACILITY,dpr_parksproperties,18,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,WATERFRONT FACILITY,18,0
"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",MALL,dpr_parksproperties,34,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",MALL,34,0
"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",PARKWAY,dpr_parksproperties,43,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",PARKWAY,43,0
"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",PEDESTRIAN PLAZA,dot_pedplazas,72,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",PEDESTRIAN PLAZA,69,3
"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",STRIP,dpr_parksproperties,68,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",STRIP,68,0
"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",TRIANGLE/PLAZA,dpr_parksproperties,334,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",TRIANGLE/PLAZA,338,-4
"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",EMERGENCY SERVICES,FIRE SERVICES,FIREHOUSE,fdny_firehouses,220,"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",EMERGENCY SERVICES,FIRE SERVICES,FIREHOUSE,219,1
"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",EMERGENCY SERVICES,OTHER EMERGENCY SERVICES,EMERGENCY MEDICAL STATION,dcas_colp,3,"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",EMERGENCY SERVICES,OTHER EMERGENCY SERVICES,EMERGENCY MEDICAL STATION,3,0
"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",JUSTICE AND CORRECTIONS,COURTHOUSES AND JUDICIAL,APPEALS COURT,uscourts_courts,2,,,,,,
"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",JUSTICE AND CORRECTIONS,COURTHOUSES AND JUDICIAL,BANKRUPTCY COURT,uscourts_courts,2,,,,,,
"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",JUSTICE AND CORRECTIONS,COURTHOUSES AND JUDICIAL,COURTHOUSE,dcas_colp,27,"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",JUSTICE AND CORRECTIONS,COURTHOUSES AND JUDICIAL,COURTHOUSE,150,-123
"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",JUSTICE AND CORRECTIONS,COURTHOUSES AND JUDICIAL,COURTHOUSE,nycourts_courts,9,"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",JUSTICE AND CORRECTIONS,COURTHOUSES AND JUDICIAL,COURTHOUSE,150,-141
"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",JUSTICE AND CORRECTIONS,COURTHOUSES AND JUDICIAL,DISTRICT COURT,uscourts_courts,3,,,,,,
"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",JUSTICE AND CORRECTIONS,DETENTION AND CORRECTIONAL,CORRECTIONAL FACILITY,nycdoc_corrections,6,"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",JUSTICE AND CORRECTIONS,DETENTION AND CORRECTIONAL,CORRECTIONAL FACILITY,3,3
"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",JUSTICE AND CORRECTIONS,DETENTION AND CORRECTIONAL,DETENTION AND CORRECTIONAL,nysdoccs_corrections,3,,,,,,
"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",JUSTICE AND CORRECTIONS,DETENTION AND CORRECTIONAL,DETENTION CENTER,fbop_corrections,3,"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",JUSTICE AND CORRECTIONS,DETENTION AND CORRECTIONAL,DETENTION CENTER,19,-16
"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",PUBLIC SAFETY,OTHER PUBLIC SAFETY,PUBLIC SAFETY FACILITY,dcas_colp,34,"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",PUBLIC SAFETY,OTHER PUBLIC SAFETY,PUBLIC SAFETY FACILITY,34,0
"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",PUBLIC SAFETY,POLICE SERVICES,NYCHA POLICE SERVICE,nycha_policeservice,15,"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",PUBLIC SAFETY,POLICE SERVICES,NYCHA POLICE SERVICE,14,1
"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",PUBLIC SAFETY,POLICE SERVICES,POLICE STATION,dcas_colp,77,"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",PUBLIC SAFETY,POLICE SERVICES,POLICE STATION,77,0
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, JOB TRAINING, AND IMMIGRANT SERVICES","DOMESTIC VIOLENCE PROGRAM IMMIGRATION SERVICES,IMMIGRANT SUPPORT SERVICES",10,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,LEGAL AND INTERVENTION SERVICES,AIM,3,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - OTHER - COMMUNITY CENTER ANNEX,1,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),PUBLIC AND PRIVATE SPECIAL EDUCATION SCHOOLS,RESIDENTIAL FACILITIES FOR STUDENTS WITH DISABILITIES COVERED UNDER THE NY JUSTICE CENTER,2,
,,,,,,"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",JUSTICE AND CORRECTIONS,COURTHOUSES AND JUDICIAL,NEW YORK SOUTHERN PROBATION OFFICE,1,
,,,,,,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,"STREETSCAPES, PLAZAS, AND MALLS",OPEN SPACE,10,
,,,,,,HEALTH AND HUMAN SERVICES,HEALTH CARE,HOSPITALS AND CLINICS,RESIDENTIAL HEALTH CARE FACILITY,5,
,,,,,,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,OTHER CULTURAL INSTITUTIONS,CULTURAL FACILITY,16,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - OTHER - LIBRARY,1,
,,,,,,HEALTH AND HUMAN SERVICES,HEALTH CARE,CHEMICAL DEPENDENCY,MEDICAL MANAGED DETOXIFICATION CHEMICAL DEPENDENCY,13,
,,,,,,CORE INFRASTRUCTURE AND TRANSPORTATION,TRANSPORTATION,PORTS AND FERRY LANDINGS,MARINA,6,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,LEGAL AND INTERVENTION SERVICES,TEEN RAPP,3,
,,,,,,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,RECREATION AND WATERFRONT SITES,RECREATIONAL FACILITY,3,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,"YOUTH CENTERS, LITERACY PROGRAMS, JOB TRAINING, AND IMMIGRANT SERVICES","IMMIGRANT/REFUGEE ASSISTANCE IMMIGRATION SERVICES,IMMIGRANT SUPPORT SERVICES",12,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - OTHER - CASE MANAGEMENT / HOMELESS OUTREACH,1,
,,,,,,"PUBLIC SAFETY, EMERGENCY SERVICES, AND ADMINISTRATION OF JUSTICE",JUSTICE AND CORRECTIONS,DETENTION AND CORRECTIONAL,JUVENILE RECEPTION CENTER,1,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),PUBLIC K-12 SCHOOLS,PUBLIC SCHOOL,2,
,,,,,,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,COMMUNITY CENTERS AND COMMUNITY SCHOOL PROGRAMS,NYCHA COMMUNITY CENTER - OCCUPIED,1,
,,,,,,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,"PREVENTATIVE CARE, EVALUATION SERVICES, AND RESPITE",COMMUNITY PARTNERSHIP PROGRAM,6,
